所屬資料庫,tid,所屬類別,cid,資料名稱,sid,統計資料檔案格式
桃園市統計年報,0001,土地,0001,市境界,000001,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000001&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,已登記土地面積,000002,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000002&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,實施三七五減租後佃農購買耕地面積與戶數(91~109年),000003,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000003&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,實施三七五減租後承租人承買耕地面積及人數(110年後),000010,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000010&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,實施三七五減租成果(91~109年),000004,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000004&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,實施三七五減租成果(110年後),000011,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000011&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,土地徵收面積,000005,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000005&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,公地撥用面積,000006,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000006&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,市地重劃成果【公辦】,000007,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000007&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,市地重劃成果【自辦】,000008,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000008&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,土地,0001,主要海岸、港灣,000009,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0001&sid=000009&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住戶數、人口密度及性比例,000001,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000001&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,戶籍動態(91~99年),000018,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000018&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,戶籍動態(100年後),000002,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000002&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住人口之年齡分配,000003,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000003&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住人口之年齡結構,000004,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000004&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,15歲以上現住人口之教育程度－按年齡別分(91~99年),000016,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000016&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,15歲以上現住人口之教育程度－按年齡別分(100年後),000005,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000005&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,15歲以上現住人口之教育程度－按區別分(91~99年),000017,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000017&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,15歲以上現住人口之教育程度－按區別分(100年後),000006,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000006&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住人口之婚姻狀況－按年齡別分(91~107年),000007,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000007&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住人口之婚姻狀況－按年齡別分(108年後),000013,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000013&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住人口之婚姻狀況－按區別分(91~107年),000008,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000008&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住人口之婚姻狀況－按區別分(108年後),000014,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000014&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住原住民族戶口數,000009,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000009&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住原住民族年齡分配,000010,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000010&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,15歲以上現住原住民族教育程度(100年後),000011,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000011&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住原住民族婚姻狀況(100~107年),000012,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000012&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,人口,0002,現住原住民族婚姻狀況(108年後),000015,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0002&sid=000015&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,各級機關學校正式預算員額(91~102年),000009,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000009&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,各級機關學校正式預算員額(103年後),000001,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000001&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,各級機關學校員工總人數(91~102年),000010,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000010&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,各級機關學校員工總人數(103年後),000002,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000002&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,各級機關學校公教人員－按官等別分(91~102年),000011,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000011&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,各級機關學校公教人員－按官等別分(103年後),000003,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000003&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,各級機關學校公教人員－按教育程度分,000004,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000004&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,各級機關學校公教人員－按年齡分,000005,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000005&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,市長選舉概況(112年)【含歷屆】,000006,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000006&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,區域立法委員選舉概況(112年)【含歷屆】,000007,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000007&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,行政組織,0003,議員選舉概況(112年)【含歷屆】,000008,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0003&sid=000008&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,耕地面積(91~102年),000024,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000024&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,耕地面積(103年後),000001,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000001&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,農牧戶概況—按可耕作地所有權屬分,000002,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000002&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,稻米收穫面積及生產量,000003,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000003&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,農產品收穫面積及生產量【雜糧生產】,000004,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000004&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,農產品收穫面積及生產量【特用作物生產】,000005,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000005&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,農產品收穫面積及生產量【蔬菜生產】,000006,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000006&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,農產品收穫面積及生產量【果品生產】,000007,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000007&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,造林面積及數量,000008,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000008&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,森林主產物採伐面積及生產量,000009,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000009&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,漁業從業人員,000010,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000010&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,漁戶數及漁戶人口數,000011,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000011&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,現有動力漁船數,000012,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000012&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,漁業生產量值,000013,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000013&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,水產養殖面積,000014,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000014&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,遭難漁船數(91~104年),000025,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000025&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,遭難漁船數(105年後),000015,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000015&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,遭難漁民數,000016,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000016&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,現有家畜數,000017,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000017&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,家畜屠宰頭數,000018,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000018&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,產乳牛頭數及產乳量,000019,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000019&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,現有家禽數量,000020,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000020&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,水土保持處理面積(91~95年),000027,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000027&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,水土保持處理面積(96年後),000021,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000021&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,農路改善及維護工程,000022,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000022&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,灌溉排水受益地面積(92~112年),000023,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000023&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,農林漁牧,0004,灌溉服務面積(113年後),000028,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0004&sid=000028&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,營運中工廠家數,000022,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000022&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,工廠登記現有家數(91~95年),000020,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000020&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,工廠登記現有家數(96~110年),000001,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000001&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,工廠登記現有家數(111年後),000021,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000021&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,商業登記現有家數及資本額(91~95年),000017,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000017&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,商業登記現有家數及資本額(96~104年),000014,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000014&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,商業登記現有家數及資本額(105年後),000002,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000002&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,公司登記現有家數及資本額－按組織別分,000003,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000003&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,公司登記現有家數及資本額－按行業別分(91~95年),000018,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000018&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,公司登記現有家數及資本額－按行業別分(96~104年),000015,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000015&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,公司登記現有家數及資本額－按行業別分(105年後),000004,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000004&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,都市計畫區面積及人口,000005,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000005&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,都市計畫區域內公共工程實施數量(91~97年),000019,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000019&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,都市計畫區域內公共工程實施數量(98年後),000006,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000006&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,都市計畫公共設施用地計畫面積,000007,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000007&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,都市計畫公共設施用地已闢建面積(94年後),000008,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000008&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,核發建築物使用執照總樓地板面積(91~94年),000016,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000016&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,核發建築物使用執照總樓地板面積(95年後),000009,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000009&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,電力供應情形,000010,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000010&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,自來水供水普及率,000011,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000011&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,現有河川防洪設施及各項工程實施,000012,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000012&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,工商建設,0005,禦潮(海堤)工程實施,000013,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0005&sid=000013&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,金融機構分布,000001,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000001&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,主要金融機構存、放款餘額,000002,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000002&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,歲入預決算－按來源別分【預算】,000003,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000003&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,歲入預決算－按來源別分【決算】,000004,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000004&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,歲出預決算－按政事別分【預算】,000005,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000005&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,歲出預決算－按政事別分【決算】,000006,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000006&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,歷年財政狀況,000007,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000007&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,各項稅捐實徵數,000008,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000008&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,各項稅捐納庫數(91~100年),000009,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000009&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,各項稅捐納庫數(101年後),000013,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000013&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,公庫收支【收入】,000010,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000010&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,公庫收支【支出】,000011,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000011&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,金融、財稅,0006,營業基金及非營業特種基金盈虧（餘絀）,000012,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0006&sid=000012&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,交通運輸,0007,車輛登記,000001,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0007&sid=000001&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,交通運輸,0007,公路里程概況,000002,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0007&sid=000002&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,教育文化,0008,境內高等教育概況【大學】,000001,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0008&sid=000001&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,教育文化,0008,境內高等教育概況【專科】,000002,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0008&sid=000002&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,教育文化,0008,境內高級中等學校概況【高中(91至102學年)】,000015,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0008&sid=000015&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,教育文化,0008,境內高級中等學校概況【高職(91至102學年)】,000016,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0008&sid=000016&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,教育文化,0008,境內高級中等學校概況(103學年起),000003,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0008&sid=000003&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,教育文化,0008,境內國民中學概況,000004,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0008&sid=000004&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,教育文化,0008,境內國民小學概況,000005,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0008&sid=000005&begin=2024&end=2025&type=JSON
桃園市統計年報,0001,教育文化,0008,境內幼稚園概況(91至100學年),000006,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0001&cid=0008&sid=000006&begin=2024&end=2025&type=JSON
