所屬資料庫,tid,所屬類別,cid,資料名稱,sid,統計資料檔案格式
桃園市性別統計,0004,權利、決策與影響力,0001,桃園市各級農會會員代表人數,000021,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0004&cid=0001&sid=000021&begin=2024&end=2025&type=JSON
桃園市性別統計,0004,權利、決策與影響力,0001,桃園市漁會理事人數,000022,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0004&cid=0001&sid=000022&begin=2024&end=2025&type=JSON
桃園市性別統計,0004,權利、決策與影響力,0001,桃園市漁會監事人數,000023,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0004&cid=0001&sid=000023&begin=2024&end=2025&type=JSON
桃園市性別統計,0004,權利、決策與影響力,0001,桃園市漁會會員代表人數,000024,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0004&cid=0001&sid=000024&begin=2024&end=2025&type=JSON
桃園市性別統計,0004,權利、決策與影響力,0001,桃園市工會幹部人數,000025,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0004&cid=0001&sid=000025&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,土地及人口概況,000001,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000001&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,戶籍動態,000013,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000013&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,工商業登記,000002,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000002&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,核發房屋使用執照,000003,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000003&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,歲入實收數-實現數,000004,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000004&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,歲入實收數-決算審定數,000014,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000014&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,歲出實付數-實現數,000005,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000005&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,歲出實付數-決算審定數,000015,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000015&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,市稅實徵淨額,000006,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000006&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,環境保護,000007,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000007&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,社會安全,000008,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000008&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,交通事故及違反交通管理,000009,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000009&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,火災事故及消防救護,000017,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000017&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,公共運輸,000016,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000016&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,觀光旅遊,000010,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000010&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,家庭消費,000011,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000011&begin=2024&end=2025&type=JSON
桃園市重要統計速報,0005,本市重要統計資料,0001,人力資源重要指標,000012,https://statisticsinfo.tycg.gov.tw/TaoyuanSTYB/RestfulAPI/GetStaticData.aspx?tid=0005&cid=0001&sid=000012&begin=2024&end=2025&type=JSON
